sentence,property,topic,vehicle,event,option0,option1,option2,option3,ans_idx
The songs are consistent in that they are uniformly as _ as an Asian skinhead as profound as a boiled egg and as lifeless as a dick in a refrigerator,confused,they,dick,are,horizontal,confused,sunny,above,1
Leo bless him was as _ as sin and James had been referred to by more than one gossip columnist as a sex symbol,ugly,him,symbol,was,attractive,ugly,beautiful,gay,1
At first it was part of a dream which vanished as _ as I woke and knew that I was alone on the broch island lying on the turf in a sleeping - bag with my head pillowed on my rolled - up sweater but seemingly connected with the earth itself from which apparently right below my head came a sound every bit as strange as the mermaids ' song of the seals,soon,dream,song,vanished,good,next,right,soon,3
Ewen went as _ as paper and jerked upright in his chair,white,Ewen,paper,went,black,thin,hard,white,3
Levy 's voice is as _ as a shag on the floor of a sandpaper factory the lyric is utterly ridiculous describing the popularity and stylishness of a certain fashionable item and the soprano sax added to that tender little guitar lick from the Arrested Development record just upsets your soul,rough,voice,shag,is,sound,smooth,foul,rough,3
It 's as _ as a cat in hot weather with the lyric amounting to a mere two verses before the vocals just sit down to let the languid groove take over,lazy,It,cat,'s,thirsty,lazy,active,productive,1
For emotional resonance flags are about as _ as a quadrilateral of cloth can be,potent,flags,quadrilateral,are,potent,vertical,periodic,patriotic,0
' E 's a spry ole thing but he 's as _ as butter ent you ole boy and he knelt down and ruffled his fur,soft,he,butter,'s,soft,sweet,hard,hot,0
One of his friends who was called John she heard during the introductions was as _ as Larry but dark as a panther cool as a wooded river,beautiful,John,river,was,deep,strong,beautiful,ugly,2
He was nearly as _ as the ceiling and hardly had to reach,tall,He,ceiling,was,low,old,gay,tall,3
She felt as _ as the smell of beer in the air as crude as the wood of the tables as cheap as the picture mirrors on the walls,heavy,smell,mirrors,felt,soft,light,sweet,heavy,3
The cause was a common one and as _ as the hills but I was unable to talk about it for years,old,cause,hills,was,old,tall,new,young,0
Perdita went as _ as the guides ' unconsumed lemon squash,green,Perdita,squash,went,red,blue,green,yellow,2
Martin Fierro 's aim in life was to sleep on a bed of clover look up at the stars and live as _ as a bird in the sky,free,aim,bird,live,free,dead,sharp,fly,0
Do n't call me that you great jerk said Perdita hammering her fists against his chest which was as _ as the ground outside,hard,chest,ground,was,soft,hard,flat,solid,1
To give Perdita confidence in her first chukka he 'd put her on a dark brown pony called Chimango which meant bird of prey who was as _ as a rock but who swept down on the ball like a hawk,steady,bird,rock,was,smooth,heavy,steady,hard,2
However despite suffering a minor heart attack 15 years ago Len from Fressingfield Suffolk said he felt as _ as a fiddle and intended to make next year 's drop,fit,he,fiddle,felt,fit,small,large,heavy,0
And though we give you a finish that 's as _ as nails everything is made to a remarkably gentle formulation,hard,finish,nails,'s,hard,sharp,soft,easy,0
She was as _ as gold not making a sound all the way to the dog 's home,good,She,gold,was,pure,good,pretty,beautiful,1
She is as _ as a lamb and while most people are cautious when meeting her they soon think she 's wonderful,gentle,She,lamb,is,rude,gentle,rough,mean,1
Looking at him as he stared into the night she felt a surge of affection as pure and as _ as the flow of cold air against her face,elementary,affection,flow,felt,elementary,then,catching,upstream,0
I 've only been in your bed with you once and then you were as _ as a cat thinking that sister of yours might come back unexpectedly,rough,you,cat,were,wild,rough,large,smooth,1
And the Guinea Coast afore that she prompted hoping for tales about unknown Africa that seemed to her as _ as the moon and as far away,strange,tales,moon,seemed,important,funny,radiant,strange,3
He could feel reserve even hostility coming towards him as _ as the smell of roasting meat,real,hostility,smell,coming,real,imaginary,fake,good,0
The train of thought that begins like this is as _ as an eel and the only effective way to catch it is to examine the truth of the matter,slippery,train,eel,is,sticky,slippery,cold,ugly,1
And Jean - Paul can be as _ as a mule and you knew perfectly well that if you 'd told him what you felt he would have dug in his heels and insisted,stubborn,Paul,mule,be,stubborn,dense,poor,drunk,0
Achieving a maths mark in double figures all tests are marked out of 50 was about as _ as Iceland winning the Eurovision song contest or Michael Jackson growing up to be normal or growing up at all come to that,likely,Achieving,Iceland,was,probable,likely,common,unlikely,1
It 's just as _ as pads or cotton wool balls and is thick extra-absorbent for mopping up jobs and it wo n't fray either,soft,It,pads,'s,hard,soft,flexible,flat,1
When Mr Wormwood arrived back from the garage that evening his face was as _ as a thunder - cloud and somebody was clearly for the high - jump pretty soon,dark,face,cloud,was,light,dark,transparent,pale,1
She saw the child white in the face which is as _ as paper trembling all over the eyes glazed staring straight ahead and seeing nothing,white,face,paper,is,coloured,white,red,black,1
Although the music they are dealing with is as _ as the hills they have still managed to inject a little of their own venom into what was once regarded as a mummified corpse,old,music,hills,is,young,new,tall,old,3
Plus they rely far too heavily on Chad Gracey 's bionic drumming to get them noticed the tinny snare effect soon becoming as _ as a catfight underneath your window at 3.00 am,annoying,effect,catfight,becoming,dangerous,fun,violent,annoying,3
It was as _ as a bone under a never - ending roaring waterfall,dry,It,bone,was,hard,chill,wet,dry,3
And high above at the end of the curve the steep hillsides rose as _ as the rim of the dormant volcano on High Island,high,hillsides,rim,rose,high,strong,sweet,hard,0
After all I felt as _ as a fiddle he explained,fit,I,fiddle,felt,flexible,broken,fit,rigid,2
We arrived as _ as a couple of puppies out for their first walkies full of fun and raring to go,keen,We,couple,arrived,back,keen,happy,alone,1
They were close to starvation and typical of barn owls when they 're frightened they sat as _ as dummies not making a sound,stiff,they,dummies,sat,old,dead,stiff,heavy,2
Mogadishu once known as the pearl of the Indian Ocean with its whitewashed buildings leafy streets and pretty pavement cafes is now more bullet - battered than Beirut and about as _ as a saunter through an Iraqi minefield,safe,cafes,saunter,is,harmful,unsafe,safe,selective,2
It was as _ as the nose on his face,plain,It,nose,was,pointed,broken,plain,exotic,2
Brett weighed a mere 1 lb 5oz and was as _ as a watchstrap when he was born seventeen weeks early,short,Brett,watchstrap,was,tall,short,long,young,1
The house is as _ as a dodo said an insider yesterday,dead,house,dodo,is,big,live,alive,dead,3
She could sense the rising tension in the room almost as _ as the scent of all the flowers,oppressive,tension,scent,sense,dangerous,oppressive,uncomfortable,sweet,1
Besides none of us ever knew the whole story even though it was as _ as a pikestaff when you came to think about it,plain,it,pikestaff,was,fancy,decorative,plain,heavy,2
He was a strong healthy lad and as _ as punch to be working with Dad,pleased,He,punch,was,mighty,pleased,dangerous,dead,1
Both are as _ as money in the bank,good,Both,money,are,enough,good,little,bad,1
Thin and tiny in stature her back was as _ as an arrow but her legs often pained her in the cooler winter and spring weather,straight,back,arrow,was,crooked,pointed,sharp,straight,3
No anaesthetic and you 'll feel as _ as rain afterwards,right,you,rain,feel,soft,right,light,wrong,1
The Greeks preferred to find their gospel example of the contemplative life in the story of the Transfiguration of Jesus on Mount Tabor when his glory shone through his humanity and his garments became as _ as snow to the astonishment and joy of three of his disciples who were privileged to see the vision,white,garments,snow,became,beautiful,cold,fresh,white,3
The evening sun glowed from the west as _ as a dinner - gong throwing long purple shadows across the untidy lawn and into the bushes,cheap,sun,dinner,glowed,back,fun,literal,cheap,3
Do n't know what it 's like inside but it 's as _ as the ace of spades outside,black,it,ace,'s,stupid,white,black,cool,2
Nigel muttered You 're as _ as a bat as he went out,blind,You,bat,'re,blind,fly,black,brown,0
He sat back as _ as a cat that has licked the cream while Eleanor held his hand and looked concerned,smug,He,cat,sat,happy,lazy,smug,hungry,2
They laughed swam in the Humber which strangely was as _ as bathwater and a dazzling transparent blue chased each other in slow motion through the sand dunes caught each other and kissed fed each other with Marie could not decide what they should feed each other with,warm,Humber,bathwater,was,cool,cold,hot,warm,3
As I turned this thought over in my mind it became as sparkling and as _ as the morning itself,beautiful,it,morning,became,beautiful,pleasant,important,ugly,0
I saw a hole in one of his socks at the back as _ as a potato and offered to do some mending for him,big,hole,potato,saw,small,deep,big,good,2
It was a very cold frosty night in December and because the snow on the footpath was hard and uneven and as _ as ice I walked along the edge of the road,slippery,snow,ice,was,sticky,slippery,solid,heavy,1
We can hardly tell the Finance and Executive Committee that the British are unreliable at the vehicle plants but as _ as the Rock of Gibraltar when it comes to components,solid,British,Rock,but,hollow,solid,smooth,liquid,1
He went down the airless corridor to his Boss 's office said hello to the secretary and walked into the large oak - panelled room which was as _ as the lobby of many a sizeable hotel,big,room,lobby,was,big,open,noisy,square,0
They carted him like a scarecrow his heels scoring the gravel but he was as _ as a pig in a cart he would never squeal without a hard prod Donald Stewart the blacksmith had to grip his wrist to make him sign the paper,stubborn,he,pig,was,fat,cunning,stubborn,old,2
I saw their uncircumcised members as _ as day and shuddered,clear,members,day,saw,light,clear,sharp,bright,1
During the meeting with him a few months before his death which was recorded in an article published in the London Review Philip Roth found him as _ as mustard here was someone who listened with the intent stillness of a chipmunk,keen,him,mustard,found,like,gay,happy,keen,3
The answer is as _ as the sign on a streetcar it is a business man,obvious,answer,sign,is,subtle,obvious,red,simple,1
Stuck in the middle of the Oxfordshire countryside with hundreds of noisy incomprehensible children and colleagues who make me feel about as _ as a walk in the rain,comfortable,me,walk,feel,happy,uncomfortable,fun,comfortable,3
No matter that their French or German accents were as _ as a slice of sushi,thick,accents,slice,sushi,thick,sparse,thin,sharp,0
He looks about as _ as an anaconda with belly - ache from too much goat - swallowing,friendly,He,anaconda,looks,friendly,gay,happy,hostile,0
Before that can happen there has to be peace in Afghanistan and that prospect looks as _ as the end to the drug traffic,remote,prospect,end,looks,probable,funny,remote,chilling,2
Although your husband 's penis does n't have a bone in it at least not unless he 's a badger or something it does become almost as _ as a bone when he 's excited,stiff,it,bone,become,broken,stiff,flexible,hard,1
Her face became as _ as an icon as if she had momentarily glimpsed the old customs of Irkutsk a bridal party bearing skates of bone and bodices of the finest needle - point standing on the southern shore and looking across Baikal a sallow - faced groom from Chita smoothing his first moustache and pacing the deck of an ice - locked paddle - steamer,bright,face,icon,became,white,red,pale,bright,3
His mind was as _ as the ice forming on the windscreen,cold,mind,ice,was,hard,cool,cold,hot,2
The rest of us were as _ as ITV at last season 's denouement between the two clubs,thrilled,us,ITV,were,back,many,ahead,thrilled,3
In our North London fastness we are as _ as snowflakes of such matters,ignorant,we,snowflakes,are,white,ignorant,beautiful,delicate,1
Lochs which were once as _ as crystal are now coloured muddy brown,clear,Lochs,crystal,were,pure,clear,opaque,blue,1
Peter was as _ as a rock keeping the ball on the fairway and hitting nearly every green in regulation,steady,Peter,rock,was,cold,smooth,steady,clear,2
We played with Gary player for the first two rounds and he was as _ as sin about our luck with the weather because we caught it again for the second round,miserable,he,sin,was,happy,miserable,evil,drunk,1
Agnes watched her walk to the gate as _ as a sparrow and none the worse it seemed for her tumble,agile,walk,sparrow,watched,agile,stupid,fun,useful,0
Below the triumphant spires of dock which covered the beds submerged cabbages as _ as footballs could be discerned,large,beds,footballs,submerged,many,small,strange,large,3
The pre-season dispute over which contest the Eddie Aikau or the Triple Crown would have priority if the surf topped twenty feet at Waimea seemed about as _ as an argument over how many angels you could fit on a pinhead,relevant,dispute,argument,seemed,relevant,irrelevant,ongoing,important,0
Characteristically after this burst of bitter humour he added that it was quite nice even though he found his host about as _ as a mule and as human as a boa - constrictor,intelligent,host,mule,found,stubborn,dense,intelligent,stupid,2
If this flow could be transported to North Wales it would stand half as _ as Snowdon if it could be transported to Surrey it would be half as _ again as the highest hill and such is the attraction of all high objects from mountains to the cost of living it would be an important landmark regularly thronged in summer with picnickers and ramblers and would feature on scores of postcards,high,it,hill,stand,high,low,large,steep,0
It was as _ as a settee but it was dead quiet,big,It,settee,was,small,big,little,long,1
Firelight was now as _ as a lamb and would lie down and sleep beside him instead of pacing round her box all night,gentle,Firelight,lamb,was,harsh,rough,gentle,hard,2
She 's as _ as the heather in the dell,sweet,She,heather,'s,sour,pretty,sweet,bitter,2
She 's as _ as the heather the bonnie bloomin ' heather,sweet,She,heather,'s,bitter,hot,sweet,pretty,2
A horse and a cart that stands as _ as a house and cost the best part of thirty pounds and you lost them both,high,cart,house,stands,low,heavy,high,old,2
It 's as _ as a war wi ' you two Thomasina had said,bad,It,wi,'s,benevolent,good,bad,stupid,2
A virus is as _ as a bullet or a shell,neutral,virus,bullet,is,first,last,stray,neutral,3
Added to this was an acceptance of liberal Victorian culture to such a degree that it was assumed to be as _ as the gospel itself,eternal,it,gospel,be,eternal,bad,FALSE,TRUE,0
Now the sky grew nearly as _ as night and I galloped into the hotel just as the most torrential downpour I have seen in my life cascaded from the sky as the waters of the Red Sea might have descended on Pharaoh,black,sky,night,grew,black,dark,clear,blue,0
There are places roped with cablecoil guts as thick as a man as _ as a whisker a rumbling kingdom,fine,guts,whisker,roped,hard,fine,sharp,coarse,1
I was as helpless and as _ as the pig on the bench at the top of our garden nearly thirty years ago,degraded,I,pig,was,hairy,degraded,coarse,away,1
This room is as _ as a cabin in the frozen woods but it is not so _ as the heart of the person to whom I gave my love my hope my talent,cold,room,cabin,is,empty,hot,cold,dark,2
And then I want my shaft to be as _ as a furlong and time to stand still and my tongue to be dipped in honey,long,shaft,furlong,be,great,long,old,small,1
But now it seemed as _ as the confluence of two rivers and needed no words at all,natural,it,confluence,seemed,artificial,unnatural,supernatural,natural,3
He had been a cheerful fellow in those days and life was as _ as a laugh on the wind or the carelessly squandered words of a song,trivial,life,laugh,was,personal,complex,trivial,delicate,2
The sound was as _ as the closing of a coffin lid,final,sound,closing,was,final,initial,difficult,hear,0
He went as _ as a sheet and backed off immediately,white,He,sheet,went,soft,black,white,blue,2
He appeared to have a hard grasp on politics current states ' rights issues and federal judgeships being contested a scenario that had seemed as _ as the fusillade of laser fire Ali said Muslim spaceships would one day loose on the white devils,likely,scenario,fusillade,seemed,ferocious,unlikely,probable,likely,3
His speed at getting into position is breath - taking almost as _ as the power with which he murders the ball,unbelievable,speed,power,taking,fun,bad,fast,unbelievable,3
Her information came from a huge list which was as _ as a book published free by the Department of the Environment which gave details of old and interesting properties including lighthouses watch towers and windmills throughout England,thick,list,book,was,thin,thick,sparse,heavy,1
The atmosphere here 's as _ as mud she said,thick,atmosphere,mud,'s,soft,sticky,thin,thick,3
Said he was as _ as a ramrod and would get nowhere but he 's pretty hard on people anyway,stiff,he,ramrod,was,ugly,straight,stiff,sharp,2
Trollope nearly loses control on the subject of The Plumber a man doubtless aware that he is odious to be put down with the tax - gatherer as being as _ as fate and as inexorable,certain,he,inexorable,being,bad,brutal,certain,uncertain,2
Her writing is as _ as sculpture and as steady and unobtrusive as breathing,whole,writing,sculpture,is,partial,public,whole,there,2
On the other hand I 've been as _ as a turkey in January and all because of a story I spotted in a medical magazine stating that regular lashings of oily fish cut sharply your chances of having a heart attack,happy,I,turkey,been,sad,happy,unhappy,thirsty,1
Both had superb doubly dissected leaves which were as _ as the foliage of ferns hanging down for 2ft or so,elegant,leaves,foliage,were,elegant,green,clumsy,purple,0
It was as _ as the island itself if not bigger and the rocks below seemed to be wobbling under the strain of holding it up,big,It,island,was,small,little,beautiful,big,3
If the water is frozen and shifts as a glacier then it can carry entire boulders which are as _ as a hotel hundreds of miles and gouge great scars,big,boulders,hotel,are,hard,small,big,little,2
Full of fire at the first performance he would be worn out and as _ as marble at the third,cold,he,marble,be,cold,hot,dead,black,0
This Marx pointed out was as _ as a belief in fairies,idle,This,belief,was,own,green,idle,red,2
I do not know whether we dragons loved her or hated her her will was like iron as fast clad as our scaled hides but her heart was like a songbird in the morning and she was as _ as the lilies of the field,lovely,she,lilies,was,green,cunning,ugly,lovely,3
No matter how carefully he sliced each shovelful in an arc out on the wind there were certain unpredictable gusts that lifted the grains and blew them back towards the tractor so that by evening his clothes were filthy with lime his face and hands which are as _ as chalk accentuating the inflamed red round his eyes,white,hands,chalk,are,red,yellow,hard,white,3
For the unwary it is a feeling which is as _ as embarrassment or flirtatiousness,infectious,feeling,embarrassment,is,infectious,fuzzy,guilty,obvious,0
Montgomery a very outdated figure at the time of his death in 1976 had been Britain 's last military hero and he seemed as _ as Wellington or Marlborough,remote,he,Wellington,seemed,fun,remote,probable,attached,1
Compared with the mysteries surrounding the deaths of President Kennedy or Marilyn Monroe the controversy surrounding Spandau 's 93 - year - old inmate is about as _ as the fall of a dead leaf,interesting,controversy,fall,is,interesting,boring,chilling,fun,0
I 'm as _ as a daisy he declared brightly,fresh,I,daisy,'m,ripe,fresh,stale,green,1
I am always in my very best spirits for my heart has been as _ as a feather ever since I got away from all that humbug and what is more I have become fatter,light,heart,feather,been,green,light,blue,quick,1
The glittering courtiers were as _ as the bodies of the soldiers in their bright Second Empire uniforms who lay in the fields of Eastern France,scattered,courtiers,bodies,were,ripe,scattered,spoiled,rotten,1
It 's as _ as a dodo she said referring to the sheep,dead,It,dodo,'s,wild,extinct,alive,dead,3
We 're as _ as thieves the pair of us,thick,We,thieves,'re,slim,petty,thick,thin,2
Both powers in practice are as _ as a parachute in a space ship reassuring but not very practical,useful,powers,parachute,are,powerful,dangerous,useful,useless,2
If we were as _ as chickens we could utilise ambient temperature technology,smart,we,chickens,were,stupid,smart,skinny,few,1
The canyons of ruins the heaps of pancaked houses formed a front line as _ as the valleys and mountains to the east of the city,static,line,valleys,formed,ignorant,static,cunning,stupid,1
Heaps of faded yellowing newspaper cuttings their arguments as _ as the foundations of the front - line ruins are there to prove our lack of comprehension,flawed,arguments,foundations,cuttings,stupid,flawed,backward,intelligent,1
A son of the manse he lends to Labour the dark Church of Scotland tones that can make the recession sound as _ as the wind that whips off the Firth of Forth in midwinter,bleak,sound,wind,make,cool,faint,destructive,bleak,3
Camping in tents and cooped up in those magnificent mobile ovens the crews were understandably as short on fuse as they were long on indestructibility and tantrums were as _ as stones through the windscreen the motley band continued their unsung way across the tropic of Cancer while those celebrated and sponsored Paris - Dakar counterparts roared along to the west,common,tantrums,stones,were,rare,common,fun,uncommon,1
Or rather as she then standing tense in the emptiness felt it she had become something exceedingly smaller than the jar of marmalade and more mobile as _ as a mouse or as an electric spark which was impelled to run very fast invisibly fast round and round the house altering it in some way which was now imperative,small,she,spark,become,beautiful,large,tiny,small,3
And the sleeper opened her eyes which were as _ as periwinkle or the summer sky and the little tailor because he knew this was what he must do bent and kissed the perfect cheek,blue,eyes,periwinkle,were,blue,yellow,green,brown,0
For you must know that I had a twin brother who is as beautiful as the day and gentle as a fawn and _ as new bread and butter whose company pleased me so much as mine also pleased him that we swore an oath never to marry but to live forever peacefully in the castle and hunt and play together the livelong day,healthy,brother,bread,is,baked,fresh,big,healthy,3
A small opening sometimes which is as _ as the head of a matchstick is left for the passage of urine and menstrual blood,small,opening,matchstick,is,single,large,sharp,small,3
To him and to most of his European friends it was as _ as daylight in the sky that a war was coming,clear,it,daylight,was,bright,unclear,clear,red,2
Actually sneering is n't at all big or clever and most people that do it are as _ as shite really,soft,people,shite,are,lazy,soft,thin,hard,1
For several minutes Morse looked down at the turbid turgid river and his thoughts were as _ as the waters below him,restless,thoughts,waters,were,dangerous,salty,shallow,restless,3
Her husband 's a solicitor I said which was n't strictly true but he was in the legal profession and they 're all as _ as thieves as far as I 'm concerned,thick,they,thieves,'re,thick,thin,armed,slim,0
The compulsion to get away and not look back was as _ as a hand on her shoulder urging her forward,strong,compulsion,hand,was,weak,bad,strong,strange,2
I feel as _ as salmon arriving a day late for spawning just as everyone is leaving satiated,futile,I,salmon,feel,late,effective,futile,colorful,2
All those birds are as _ as dirt around here but I guess if they could be of some use to you that 's great,common,birds,dirt,are,uncommon,common,beautiful,rare,1
We bin as _ as dirt ' cos we ai n't never been married,miserable,We,dirt,married,packed,slippery,miserable,sticky,2
The captain was as _ as a pig in the mire,happy,captain,pig,was,sad,unhappy,pink,happy,3
Her lips were red half - open as if waiting to be kissed displaying teeth as _ as ivory though I noticed one tooth slightly out of line with the others,white,teeth,displaying,kissed,sharp,yellow,white,pink,2
My mind raced as _ as a flea in air,agile,mind,flea,raced,furry,complex,agile,ridden,2
Two great cats amber - eyed with tufted ears and spotted skins of burnished gold padded as _ as death across the polished floor,soft,skins,death,padded,loud,comfortable,soft,hard,2
Given that at least in the first year of the new council tax there will still be two - tier authorities in the shires I hope that the Bill will be as _ as a drum to ensure that the tiered authorities that are not up for election do not use that freedom from the ballot box as happened in Nottinghamshire with the poll tax to wreck the council tax in the way that they wrecked the poll tax in its first year,tight,Bill,drum,be,new,loose,tight,heavy,2
Tax is about as _ as a trip to the dentist or a dose of malaria,popular,Tax,trip,is,popular,unpopular,illegal,public,0
She said when she saw you last you were as _ as a rake and she 's right,thin,you,rake,were,fat,thick,thin,sharp,2
That 'll bring the bruising out and the ankle will be as _ as rain in a week or two,right,ankle,rain,be,right,long,left,wrong,0
You do n't have to worry about those sheep Seb they 're as _ as bugs in a rug out there but I 've given them some more hay just in case,close,sheep,bugs,'re,dense,lost,close,alive,2
William can be as _ as the devil when he chooses and the sight of a soldier will only make him dig in his heels further,stubborn,William,devil,be,stubborn,handsome,old,wicked,0
Warm skin is as _ as silk against his mouth,soft,skin,silk,is,soft,smooth,hard,thin,0
Blue eyes are as light and as _ as ice stared into hers before his glance moved slowly downwards deliberately insulting,frozen,eyes,ice,are,hardened,raw,frozen,hard,2
His tone was as _ as the weather outside,icy,tone,weather,was,white,hard,icy,sleek,2
I stepped on a twig which made a noise that seemed as _ as thunder and I ran back across to my hiding place,loud,noise,thunder,seemed,quiet,loud,bad,soft,1
She remained as _ as a rake although she was eating properly now,thin,She,rake,remained,thin,sharp,thick,fat,0
It is as _ as phlogiston and the universal aether,dead,It,phlogiston,is,living,live,dead,alive,2
The back avenue was a secondary way from the house only as _ as a street it ran between a shrubbery and a park - like field until it reached the farmyard wall,wide,avenue,street,was,wide,narrow,skinny,thin,0
The man was as _ as a seal much as Cleo had expected,sleek,man,seal,was,opaque,male,safe,sleek,3
A typewriter was as _ as a fingerprint or a set of teeth or a gun barrel scoring a bullet,individual,typewriter,fingerprint,was,hard,reflective,individual,portable,2
The blonde girl lay as _ as a corpse on the ground a thread of blood ribboning her temple,inactive,girl,corpse,lay,adolescent,cunning,inactive,female,2
Heathcliff dropped his candle and stood without moving. His face was as _ as the wall behind him,white,face,wall,was,red,flat,white,black,2
Every year is as _ as clockwork ever since I 've been here and that 's eight years,regular,year,clockwork,is,first,irregular,regular,abnormal,2
Although the principles of the techniques are as _ as mathematics itself the ability to solve the complex equations was only available with the advent of electronic computers,old,principles,mathematics,are,young,new,important,old,3
Oh you 'll be as _ as rain by that time,right,you,rain,be,left,right,incorrect,wrong,1
Anyway she looked as _ as a rose in her tube dress arching her neck turning her flowerlike head pouting professionally smiling,beautiful,she,rose,looked,romantic,hot,ugly,beautiful,3
In this context the legal points in Tudor Grange Holdings Limited v Citibank NA 1991 3 WLR 750 were as _ as the ingredients of a hospital dispensary in that they were a mixture of insolvency company law and the Unfair Contract Terms Act 1977,diverse,points,ingredients,were,diverse,complex,useful,sharp,0
